ItemSet:{ { 2, 3, 4, 5 } ==> } 	 Confidance : 100
ItemSet:{ { 9 } ==> { 1 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 1 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 1 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 1 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 1 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 1 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 1 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 1 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 1 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 1 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 1 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 1 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 1 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 1 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 1 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 1 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 1 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 1 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 1 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 1 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 1 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 1 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 1 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 3 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 3 }, { 4 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 3 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 3 }, { 4 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 3 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 3 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 3 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 3 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 3 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 3 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 3 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 3 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 3 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 3 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 3 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 3 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 3 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 2 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 3 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 3 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 4 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 4 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 4 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 4 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 4 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 4 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 4 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 2 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 5 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 5 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 2 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 2 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 2 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 2 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 2 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 2 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 4 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 4 }, { 5 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 4 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 4 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 4 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 4 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 4 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 3 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 4 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 4 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 5 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 5 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 3 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 3 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 3 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 3 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 3 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 3 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 5 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 4 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 4 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 5 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 4 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 4 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 5 }, { 6 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 4 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 4 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 4 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 4 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 5 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 4 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 5 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 5 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 4 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 4 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 4 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 4 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 4 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 4 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 4 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 4 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 4 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 5 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 5 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 5 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 5 }, { 6 }, { 7 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 5 }, { 6 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 5 }, { 6 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 5 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 5 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 5 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 5 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 6 } ==> { 7 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 7 } ==> { 6 }, { 8 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 8 } ==> { 6 }, { 7 }, { 9 }} 	 Confidance : 0
ItemSet:{ { 9 } ==> { 6 }, { 7 }, { 8 }} 	 Confidance : 0
ItemSet:{ { 0, 1, 2, 3 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 4 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 5 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 2, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 4 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 5 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 3, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 4, 5 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 4, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 5, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 1, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 4 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 5 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 3, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 4, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 4, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 4, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 5, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 2, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 4, 5 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 4, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 4, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 4, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 4, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 5, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 6, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 3, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 5, 6 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 5, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 5, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 5, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 7, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 7, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 4, 8, 9 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 5, 6, 7 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 5, 6, 8 } ==> } 	 Confidance : NaN
ItemSet:{ { 0, 5, 6, 9 } ==> } 	 Confidance : NaN
